Site Name,MRBTSID,MRBTSNAME,local Ip Address,OSS Name,oss IP address
A3B0755A,1615454,NA3B0755A,11.66.241.138,T7OSS,10.255.110.11
A3C0005A,1582248,NA3C0005A,11.34.183.42,T7OSS,10.255.110.11
A3C0006A,1575441,NA3C0006A,11.247.212.74,T7OSS,10.255.110.11
A3C0008D,1579676,NA3C0008D,11.34.193.170,T7OSS,10.255.110.11
A3C0009A,1579664,NA3C0009A,11.247.152.10,T7OSS,10.255.110.11
A3C0010A,1579665,NA3C0010A,11.34.103.234,T7OSS,10.255.110.11
A3C0011A,1575444,NA3C0011A,11.34.142.106,T7OSS,10.255.110.11
A3C0012A,1574439,NA3C0012A,11.34.163.42,T7OSS,10.255.110.11
A3C0013A,1580205,NA3C0013A,11.247.74.106,T7OSS,10.255.110.11
A3C0015B,1574298,NA3C0015B,11.247.200.10,T7OSS,10.255.110.11
A3C0016A,1576846,NA3C0016A,11.34.91.106,T7OSS,10.255.110.11
A3C0017A,1574336,NA3C0017A,11.247.92.10,T7OSS,10.255.110.11
A3C0018A,1579677,NA3C0018A,11.34.23.42,T7OSS,10.255.110.11
A3C0019A,1574241,NA3C0019A,11.247.48.106,T7OSS,10.255.110.11
A3C0020A,1588098,NA3C0020A,11.34.104.202,T7OSS,10.255.110.11
A3C0021A,1575450,NA3C0021A,11.34.249.106,T7OSS,10.255.110.11
A3C0023A,1574442,NA3C0023A,11.247.50.10,T7OSS,10.255.110.11
A3C0024A,1581805,NA3C0024A,11.247.134.42,T7OSS,10.255.110.11
A3C0025A,1574342,NA3C0025A,11.247.84.10,T7OSS,10.255.110.11
A3C0026A,1579678,NA3C0026A,11.34.239.170,T7OSS,10.255.110.11
A3C0027A,1574339,NA3C0027A,11.66.240.10,T7OSS,10.255.110.11
A3C0028A,1582251,NA3C0028A,11.247.16.11,T7OSS,10.255.110.11
A3C0029A,1582254,NA3C0029A,11.34.59.42,T7OSS,10.255.110.11
A3C0030A,1579679,NA3C0030A,11.247.176.234,T7OSS,10.255.110.11
A3C0031A,1576670,NA3C0031A,11.34.147.202,T7OSS,10.255.110.11
A3C0034D,1588309,NA3C0034D,11.247.70.10,T7OSS,10.255.110.11
A3C0035B,1580807,NA3C0035B,11.34.216.10,T7OSS,10.255.110.11
A3C0036C,1574243,NA3C0036C,11.247.187.170,T7OSS,10.255.110.11
A3C0037C,1582257,NA3C0037C,11.247.220.10,T7OSS,10.255.110.11
A3C0038A,1574348,NA3C0038A,11.34.93.138,T7OSS,10.255.110.11
A3C0039C,1581812,NA3C0039C,11.34.240.170,T7OSS,10.255.110.11
A3C0040A,1573972,NA3C0040A,11.34.201.138,T7OSS,10.255.110.11
A3C0041A,1580810,NA3C0041A,11.34.72.106,T7OSS,10.255.110.11
A3C0042A,1580813,NA3C0042A,11.34.249.170,T7OSS,10.255.110.11
A3C0043A,1581806,NA3C0043A,11.34.185.10,T7OSS,10.255.110.11
A3C0045A,1582260,NA3C0045A,11.34.68.10,T7OSS,10.255.110.11
A3C0046A,1582263,NA3C0046A,11.34.16.42,T7OSS,10.255.110.11
A3C0048A,1580206,NA3C0048A,11.34.249.202,T7OSS,10.255.110.11
A3C0049A,1588312,NA3C0049A,11.247.239.170,T7OSS,10.255.110.11
A3C0050A,1582266,NA3C0050A,11.34.248.10,T7OSS,10.255.110.11
A3C0051A,1580816,NA3C0051A,11.247.249.10,T7OSS,10.255.110.11
A3C0052E,1574345,NA3C0052E,11.247.96.234,T7OSS,10.255.110.11
A3C0053E,1580863,NA3C0053E,11.34.58.202,T7OSS,10.255.110.11
A3C0054B,1576655,NA3C0054B,11.66.134.74,T7OSS,10.255.110.11
A3C0055B,1580866,NA3C0055B,11.34.247.74,T7OSS,10.255.110.11
A3C0056B,1582269,NA3C0056B,11.247.175.42,T7OSS,10.255.110.11
A3C0057B,1582272,NA3C0057B,11.247.187.234,T7OSS,10.255.110.11
A3C0058A,1574246,NA3C0058A,11.34.115.74,T7OSS,10.255.110.11
A3C0059F,1576658,NA3C0059F,11.66.28.202,T7OSS,10.255.110.11
A3C0060A,1580207,NA3C0060A,11.34.104.138,T7OSS,10.255.110.11
A3C0061E,1575459,NA3C0061E,11.34.241.234,T7OSS,10.255.110.11
A3C0062A,1582275,NA3C0062A,11.34.36.202,T7OSS,10.255.110.11
A3C0063A,1588307,NA3C0063A,11.247.211.106,T7OSS,10.255.110.11
A3C0064A,1582278,NA3C0064A,11.66.35.10,T7OSS,10.255.110.11
A3C0065A,1574351,NA3C0065A,11.34.241.10,T7OSS,10.255.110.11
A3C0067A,1582281,NA3C0067A,11.247.117.10,T7OSS,10.255.110.11
A3C0069A,1573849,NA3C0069A,11.247.134.106,T7OSS,10.255.110.11
A3C0070A,1582284,NA3C0070A,11.34.71.74,T7OSS,10.255.110.11
A3C0071A,1575465,NA3C0071A,11.66.37.42,T7OSS,10.255.110.11
A3C0072C,1575468,NA3C0072C,11.34.88.42,T7OSS,10.255.110.11
A3C0073A,1576661,NA3C0073A,11.247.46.74,T7OSS,10.255.110.11
A3C0074D,1580869,NA3C0074D,11.34.81.74,T7OSS,10.255.110.11
A3C0075B,1575471,NA3C0075B,11.247.106.42,T7OSS,10.255.110.11
A3C0076A,1575474,NA3C0076A,11.34.110.234,T7OSS,10.255.110.11
A3C0077A,1573852,NA3C0077A,11.34.100.170,T7OSS,10.255.110.11
A3C0079A,1573855,NA3C0079A,11.34.85.42,T7OSS,10.255.110.11
A3C0080A,1574445,NA3C0080A,11.247.206.10,T7OSS,10.255.110.11
A3C0081B,1582287,NA3C0081B,11.34.214.10,T7OSS,10.255.110.11
A3C0082C,1574252,NA3C0082C,11.34.244.10,T7OSS,10.255.110.11
A3C0083A,1574447,NA3C0083A,11.34.102.202,T7OSS,10.255.110.11
A3C0084D,1595917,NA3C0084D,11.247.198.234,T7OSS,10.255.110.11
A3C0085A,1574450,NA3C0085A,11.34.206.138,T7OSS,10.255.110.11
A3C0086A,1576664,NA3C0086A,11.34.246.42,T7OSS,10.255.110.11
A3C0087A,1575477,NA3C0087A,11.34.58.138,T7OSS,10.255.110.11
A3C0088B,1576667,NA3C0088B,11.34.101.202,T7OSS,10.255.110.11
A3C0089B,1574943,NA3C0089B,11.34.248.106,T7OSS,10.255.110.11
A3C0093B,1580825,NA3C0093B,11.34.39.10,T7OSS,10.255.110.11
A3C0094A,1591519,NA3C0094A,11.247.119.42,T7OSS,10.255.110.11
A3C0096A,1580828,NA3C0096A,11.34.207.10,T7OSS,10.255.110.11
A3C0097B,1580831,NA3C0097B,11.34.56.138,T7OSS,10.255.110.11
A3C0098A,1580834,NA3C0098A,11.34.75.10,T7OSS,10.255.110.11
A3C0099A,1573858,NA3C0099A,11.247.19.170,T7OSS,10.255.110.11
A3C0100A,1574453,NA3C0100A,11.247.137.106,T7OSS,10.255.110.11
A3C0101B,1580837,NA3C0101B,11.34.60.138,T7OSS,10.255.110.11
A3C0102A,1575480,NA3C0102A,11.34.102.170,T7OSS,10.255.110.11
A3C0104A,1576758,NA3C0104A,11.247.207.234,T7OSS,10.255.110.11
A3C0106A,1576212,NA3C0106A,11.66.210.234,T7OSS,10.255.110.11
A3C0107B,1582290,NA3C0107B,11.247.103.74,T7OSS,10.255.110.11
A3C0108A,1574456,NA3C0108A,11.247.100.202,T7OSS,10.255.110.11
A3C0109A,1581853,NA3C0109A,11.247.195.170,T7OSS,10.255.110.11
A3C0110C,1575486,NA3C0110C,11.34.61.74,T7OSS,10.255.110.11
A3C0111C,1582293,NA3C0111C,11.34.64.138,T7OSS,10.255.110.11
A3C0112A,1582296,NA3C0112A,11.247.97.42,T7OSS,10.255.110.11
A3C0113A,1573861,NA3C0113A,11.34.94.234,T7OSS,10.255.110.11
A3C0115B,1576735,NA3C0115B,11.34.15.202,T7OSS,10.255.110.11
A3C0116C,1573864,NA3C0116C,11.247.240.42,T7OSS,10.255.110.11
A3C0117A,1574946,NA3C0117A,11.34.198.42,T7OSS,10.255.110.11
A3C0118C,1574952,NA3C0118C,11.34.239.106,T7OSS,10.255.110.11
A3C0119A,1575489,NA3C0119A,11.34.40.10,T7OSS,10.255.110.11
A3C0120A,1575492,NA3C0120A,11.247.80.202,T7OSS,10.255.110.11
A3C0121C,1582301,NA3C0121C,11.34.131.202,T7OSS,10.255.110.11
A3C0122B,1575495,NA3C0122B,11.34.223.74,T7OSS,10.255.110.11
A3C0124B,1582304,NA3C0124B,11.34.192.234,T7OSS,10.255.110.11
A3C0125A,1576738,NA3C0125A,11.247.21.106,T7OSS,10.255.110.11
A3C0126D,1582307,NA3C0126D,11.34.66.106,T7OSS,10.255.110.11
A3C0127E,1574459,NA3C0127E,11.34.67.138,T7OSS,10.255.110.11
A3C0128B,1582310,NA3C0128B,11.247.191.42,T7OSS,10.255.110.11
A3C0129A,1582313,NA3C0129A,11.247.30.170,T7OSS,10.255.110.11
A3C0130A,1579587,NA3C0130A,11.247.248.138,T7OSS,10.255.110.11
A3C0131A,1582316,NA3C0131A,11.34.248.170,T7OSS,10.255.110.11
A3C0132A,1575498,NA3C0132A,11.34.69.202,T7OSS,10.255.110.11
A3C0134A,1575501,NA3C0134A,11.34.218.234,T7OSS,10.255.110.11
A3C0135A,1573975,NA3C0135A,11.34.109.170,T7OSS,10.255.110.11
A3C0136B,1579588,NA3C0136B,11.34.101.42,T7OSS,10.255.110.11
A3C0137A,1582319,NA3C0137A,11.34.64.202,T7OSS,10.255.110.11
A3C0138A,1574462,NA3C0138A,11.34.220.234,T7OSS,10.255.110.11
A3C0139A,1579589,NA3C0139A,11.66.134.170,T7OSS,10.255.110.11
A3C0140A,1576740,NA3C0140A,11.34.66.74,T7OSS,10.255.110.11
A3C0141A,1575035,NA3C0141A,11.66.30.170,T7OSS,10.255.110.11
A3C0142B,1579590,NA3C0142B,11.247.10.138,T7OSS,10.255.110.11
A3C0143B,1576209,NA3C0143B,11.34.101.138,T7OSS,10.255.110.11
A3C0144A,1576743,NA3C0144A,11.247.78.42,T7OSS,10.255.110.11
A3C0145A,1582321,NA3C0145A,11.34.102.74,T7OSS,10.255.110.11
A3C0148B,1580872,NA3C0148B,11.34.144.10,T7OSS,10.255.110.11
A3C0151A,1574988,NA3C0151A,11.34.115.42,T7OSS,10.255.110.11
A3C0152C,1581815,NA3C0152C,11.247.211.202,T7OSS,10.255.110.11
A3C0153G,1582327,NA3C0153G,11.247.91.138,T7OSS,10.255.110.11
A3C0154C,1573867,NA3C0154C,11.66.241.42,T7OSS,10.255.110.11
A3C0155C,1576192,NA3C0155C,11.34.70.10,T7OSS,10.255.110.11
A3C0156A,1574363,NA3C0156A,11.34.243.170,T7OSS,10.255.110.11
A3C0158D,1582330,NA3C0158D,11.34.48.138,T7OSS,10.255.110.11
A3C0159D,1581816,NA3C0159D,11.66.91.234,T7OSS,10.255.110.11
A3C0160B,1574955,NA3C0160B,11.34.10.138,T7OSS,10.255.110.11
A3C0161A,1582333,NA3C0161A,11.34.60.10,T7OSS,10.255.110.11
A3C0163A,1576745,NA3C0163A,11.66.50.234,T7OSS,10.255.110.11
A3C0164A,1574958,NA3C0164A,11.34.143.234,T7OSS,10.255.110.11
A3C0167A,1579593,NA3C0167A,11.34.245.170,T7OSS,10.255.110.11
A3C0170A,1573869,NA3C0170A,11.34.134.202,T7OSS,10.255.110.11
A3C0171B,1579594,NA3C0171B,11.34.121.202,T7OSS,10.255.110.11
A3C0172A,1583536,NA3C0172A,11.34.239.10,T7OSS,10.255.110.11
A3C0173A,1579595,NA3C0173A,11.247.123.74,T7OSS,10.255.110.11
A3C0175A,1580208,NA3C0175A,11.34.216.202,T7OSS,10.255.110.11
A3C0177C,1583542,NA3C0177C,11.66.65.42,T7OSS,10.255.110.11
A3C0179A,1579596,NA3C0179A,11.34.54.10,T7OSS,10.255.110.11
A3C0180B,1583545,NA3C0180B,11.34.196.234,T7OSS,10.255.110.11
A3C0185A,1576748,NA3C0185A,11.34.218.170,T7OSS,10.255.110.11
A3C0187B,1587895,NA3C0187B,11.66.67.138,T7OSS,10.255.110.11
A3C0188A,1588039,NA3C0188A,11.247.113.170,T7OSS,10.255.110.11
A3C0193A,1579597,NA3C0193A,11.247.63.170,T7OSS,10.255.110.11
A3C0194A,1583551,NA3C0194A,11.34.120.202,T7OSS,10.255.110.11
A3C0199A,1588105,NA3C0199A,11.34.66.10,T7OSS,10.255.110.11
A3C0202A,1583554,NA3C0202A,11.66.209.42,T7OSS,10.255.110.11
A3C0203B,1607057,NA3C0203B,11.247.217.138,T7OSS,10.255.110.11
A3C0205A,1581852,NA3C0205A,11.66.217.138,T7OSS,10.255.110.11
A3C0209A,1583557,NA3C0209A,11.66.249.42,T7OSS,10.255.110.11
A3C0210B,1588231,NA3C0210B,11.34.53.10,T7OSS,10.255.110.11
A3C0211A,1576751,NA3C0211A,11.34.205.202,T7OSS,10.255.110.11
A3C0212A,1581807,NA3C0212A,11.247.217.106,T7OSS,10.255.110.11
A3C0213B,1588099,NA3C0213B,11.66.42.234,T7OSS,10.255.110.11
A3C0216E,1590036,NA3C0216E,11.66.27.10,T7OSS,10.255.110.11
A3C0224A,1587743,NA3C0224A,11.247.196.234,T7OSS,10.255.110.11
A3C0230A,1582799,NA3C0230A,11.247.212.138,T7OSS,10.255.110.11
A3C0234A,1582797,NA3C0234A,11.66.15.234,T7OSS,10.255.110.11
A3C0237A,1599436,NA3C0237A,11.34.24.42,T7OSS,10.255.110.11
A3C0240A,1597297,NA3C0240A,11.247.131.138,T7OSS,10.255.110.11
A3C0241A,1597202,NA3C0241A,11.34.200.202,T7OSS,10.255.110.11
A3C0242A,1599551,NA3C0242A,11.247.155.106,T7OSS,10.255.110.11
A3C0243A,1599554,NA3C0243A,11.247.155.202,T7OSS,10.255.110.11
A3C0244A,1599496,NA3C0244A,11.34.34.10,T7OSS,10.255.110.11
A3C0249A,1579598,NA3C0249A,11.34.60.74,T7OSS,10.255.110.11
A3C0250A,1583560,NA3C0250A,11.34.39.202,T7OSS,10.255.110.11
A3C0251A,1580875,NA3C0251A,11.34.6.202,T7OSS,10.255.110.11
A3C0266A,1583569,NA3C0266A,11.66.211.10,T7OSS,10.255.110.11
A3C0269A,1574961,NA3C0269A,11.34.22.74,T7OSS,10.255.110.11
A3C0273C,1583572,NA3C0273C,11.34.204.202,T7OSS,10.255.110.11
A3C0289A,1575504,NA3C0289A,11.66.204.10,T7OSS,10.255.110.11
A3C0292B,1583905,NA3C0292B,11.247.13.10,T7OSS,10.255.110.11
A3C0296C,1583575,NA3C0296C,11.66.32.106,T7OSS,10.255.110.11
A3C0297A,1583578,NA3C0297A,11.34.79.202,T7OSS,10.255.110.11
A3C0298D,1579524,NA3C0298D,11.247.41.138,T7OSS,10.255.110.11
A3C0299B,1590034,NA3C0299B,11.66.0.202,T7OSS,10.255.110.11
A3C0304B,1580878,NA3C0304B,11.66.219.74,T7OSS,10.255.110.11
A3C0305A,1583581,NA3C0305A,11.66.3.74,T7OSS,10.255.110.11
A3C0306C,1583584,NA3C0306C,11.247.196.202,T7OSS,10.255.110.11
A3C0308A,1587896,NA3C0308A,11.247.82.170,T7OSS,10.255.110.11
A3C0309A,1574366,NA3C0309A,11.34.58.74,T7OSS,10.255.110.11
A3C0310A,1583587,NA3C0310A,11.66.246.138,T7OSS,10.255.110.11
A3C0313A,1583590,NA3C0313A,11.66.22.234,T7OSS,10.255.110.11
A3C0314A,1581808,NA3C0314A,11.66.207.74,T7OSS,10.255.110.11
A3C0317A,1583596,NA3C0317A,11.34.53.138,T7OSS,10.255.110.11
A3C0318A,1581809,NA3C0318A,11.34.53.170,T7OSS,10.255.110.11
A3C0320A,1588638,NA3C0320A,11.66.29.106,T7OSS,10.255.110.11
A3C0321A,1579666,NA3C0321A,11.66.25.170,T7OSS,10.255.110.11
A3C0322A,1583599,NA3C0322A,11.247.164.106,T7OSS,10.255.110.11
A3C0324A,1581810,NA3C0324A,11.66.37.202,T7OSS,10.255.110.11
A3C0327A,1581811,NA3C0327A,11.66.149.234,T7OSS,10.255.110.11
A3C0330A,1580881,NA3C0330A,11.247.38.202,T7OSS,10.255.110.11
A3C0331A,1583602,NA3C0331A,11.34.26.170,T7OSS,10.255.110.11
A3C0334A,1583605,NA3C0334A,11.66.246.106,T7OSS,10.255.110.11
A3C0335E,1583608,NA3C0335E,11.66.32.42,T7OSS,10.255.110.11
A3C0337A,1588102,NA3C0337A,11.34.51.170,T7OSS,10.255.110.11
A3C0339A,1583611,NA3C0339A,11.66.247.138,T7OSS,10.255.110.11
A3C0340A,1588683,NA3C0340A,11.247.111.106,T7OSS,10.255.110.11
A3C0350A,1598120,NA3C0350A,11.247.147.106,T7OSS,10.255.110.11
A3C0351A,1597194,NA3C0351A,11.34.8.234,T7OSS,10.255.110.11
A3C0352A,1598375,NA3C0352A,11.34.13.74,T7OSS,10.255.110.11
A3C0353A,1598198,NA3C0353A,11.34.8.106,T7OSS,10.255.110.11
A3C0354A,1597198,NA3C0354A,11.247.131.202,T7OSS,10.255.110.11
A3C0355A,1599593,NA3C0355A,11.66.36.138,T7OSS,10.255.110.11
A3C0356A,1599438,NA3C0356A,11.34.24.74,T7OSS,10.255.110.11
A3C0357A,1594221,NA3C0357A,11.34.2.138,T7OSS,10.255.110.11
A3C0358A,1598819,NA3C0358A,11.34.17.202,T7OSS,10.255.110.11
A3C0359A,1597107,NA3C0359A,11.34.11.42,T7OSS,10.255.110.11
A3C0365A,1599439,NA3C0365A,11.34.24.106,T7OSS,10.255.110.11
A3C0368C,1574370,NA3C0368C,11.34.40.106,T7OSS,10.255.110.11
A3C0369A,1599601,NA3C0369A,11.34.28.42,T7OSS,10.255.110.11
A3C0370A,1599063,NA3C0370A,11.247.148.74,T7OSS,10.255.110.11
A3C0371A,1599498,NA3C0371A,11.247.153.202,T7OSS,10.255.110.11
A3C0372A,1597821,NA3C0372A,11.34.11.234,T7OSS,10.255.110.11
A3C0374A,1599500,NA3C0374A,11.34.26.10,T7OSS,10.255.110.11
A3C0375A,1596878,NA3C0375A,11.34.5.234,T7OSS,10.255.110.11
A3C0376A,1598272,NA3C0376A,11.66.139.170,T7OSS,10.255.110.11
A3C0377A,1599495,NA3C0377A,11.247.140.74,T7OSS,10.255.110.11
A3C0379A,1599065,NA3C0379A,11.247.148.138,T7OSS,10.255.110.11
A3C0383A,1599552,NA3C0383A,11.247.155.138,T7OSS,10.255.110.11
A3C0384A,1597467,NA3C0384A,11.34.139.42,T7OSS,10.255.110.11
A3C0385A,1602525,NA3C0385A,11.247.167.74,T7OSS,10.255.110.11
A3C0386A,1599445,NA3C0386A,11.34.24.138,T7OSS,10.255.110.11
A3C0388A,1598373,NA3C0388A,11.34.13.106,T7OSS,10.255.110.11
A3C0389A,1602017,NA3C0389A,11.247.72.202,T7OSS,10.255.110.11
A3C0391A,1612832,NA3C0391A,11.66.9.74,T7OSS,10.255.110.11
A3C0407B,1587897,NA3C0407B,11.247.89.234,T7OSS,10.255.110.11
A3C0444B,1579667,NA3C0444B,11.34.53.42,T7OSS,10.255.110.11
A3C0452A,1617480,NA3C0452A,11.66.238.234,T7OSS,10.255.110.11
A3C0474A,1613714,NA3C0474A,11.66.31.138,T7OSS,10.255.110.11
A3C0478A,1618378,NA3C0478A,11.66.43.74,T7OSS,10.255.110.11
A3C0492B,1618798,NA3C0492B,11.66.42.106,T7OSS,10.255.110.11
A3C0822A,1612833,NA3C0822A,11.66.215.138,T7OSS,10.255.110.11
A3D0001A,1579599,NA3D0001A,11.66.41.138,T7OSS,10.255.110.11
A3D0002A,1583614,NA3D0002A,11.247.66.106,T7OSS,10.255.110.11
A3D0003A,1574371,NA3D0003A,11.247.34.74,T7OSS,10.255.110.11
A3D0005A,1581817,NA3D0005A,11.34.248.138,T7OSS,10.255.110.11
A3D0006A,1583617,NA3D0006A,11.34.87.138,T7OSS,10.255.110.11
A3D0007A,1573872,NA3D0007A,11.34.50.234,T7OSS,10.255.110.11
A3D0008A,1574967,NA3D0008A,11.34.50.74,T7OSS,10.255.110.11
A3D0009A,1579600,NA3D0009A,11.34.45.74,T7OSS,10.255.110.11
A3D0010A,1583620,NA3D0010A,11.34.222.170,T7OSS,10.255.110.11
A3D0011A,1575507,NA3D0011A,11.66.249.10,T7OSS,10.255.110.11
A3D0014A,1574301,NA3D0014A,11.247.244.170,T7OSS,10.255.110.11
A3D0016A,1574354,NA3D0016A,11.247.35.234,T7OSS,10.255.110.11
A3D0017A,1573978,NA3D0017A,11.247.149.202,T7OSS,10.255.110.11
A3D0018A,1583623,NA3D0018A,11.247.244.234,T7OSS,10.255.110.11
A3D0020A,1586955,NA3D0020A,11.66.210.106,T7OSS,10.255.110.11
A3D0021A,1574970,NA3D0021A,11.247.62.106,T7OSS,10.255.110.11
A3D0022A,1574973,NA3D0022A,11.34.47.234,T7OSS,10.255.110.11
A3D0023A,1575603,NA3D0023A,11.34.204.10,T7OSS,10.255.110.11
A3D0024A,1583834,NA3D0024A,11.247.210.106,T7OSS,10.255.110.11
A3D0025A,1575513,NA3D0025A,11.34.244.202,T7OSS,10.255.110.11
A3D0030A,1584031,NA3D0030A,11.247.20.202,T7OSS,10.255.110.11
A3D0031A,1574369,NA3D0031A,11.34.249.10,T7OSS,10.255.110.11
A3D0032A,1573875,NA3D0032A,11.247.53.10,T7OSS,10.255.110.11
A3D0036A,1574976,NA3D0036A,11.34.248.42,T7OSS,10.255.110.11
A3D0037A,1581823,NA3D0037A,11.34.239.202,T7OSS,10.255.110.11
A3D0038A,1583837,NA3D0038A,11.66.150.10,T7OSS,10.255.110.11
A3D0039E,1583840,NA3D0039E,11.34.163.170,T7OSS,10.255.110.11
A3D0040A,1585752,NA3D0040A,11.34.86.138,T7OSS,10.255.110.11
A3D0041A,1583842,NA3D0041A,11.34.109.42,T7OSS,10.255.110.11
A3D0042A,1583845,NA3D0042A,11.130.198.42,T7OSS,10.255.110.11
A3D0044A,1588843,NA3D0044A,11.34.239.234,T7OSS,10.255.110.11
A3D0045A,1586954,NA3D0045A,11.34.58.10,T7OSS,10.255.110.11
A3D0046A,1579604,NA3D0046A,11.66.206.170,T7OSS,10.255.110.11
A3D0049C,1583851,NA3D0049C,11.247.245.170,T7OSS,10.255.110.11
A3D0050B,1583854,NA3D0050B,11.66.245.10,T7OSS,10.255.110.11
A3D0051A,1584037,NA3D0051A,11.247.249.106,T7OSS,10.255.110.11
A3D0052B,1583857,NA3D0052B,11.66.242.74,T7OSS,10.255.110.11
A3D0053B,1583860,NA3D0053B,11.66.243.234,T7OSS,10.255.110.11
A3D0054A,1579605,NA3D0054A,11.34.127.202,T7OSS,10.255.110.11
A3D0057A,1574379,NA3D0057A,11.66.0.74,T7OSS,10.255.110.11
A3D0058D,1579606,NA3D0058D,11.34.89.74,T7OSS,10.255.110.11
A3D0059F,1573981,NA3D0059F,11.247.22.202,T7OSS,10.255.110.11
A3D0060B,1583864,NA3D0060B2,11.247.223.235,T7OSS,10.255.110.11
A3D0062A,1581824,NA3D0062A,11.34.193.202,T7OSS,10.255.110.11
A3D0063A,1579808,NA3D0063A,11.34.240.10,T7OSS,10.255.110.11
A3D0068E,1574979,NA3D0068E,11.34.87.170,T7OSS,10.255.110.11
A3D0069A,1583786,NA3D0069A,11.34.158.74,T7OSS,10.255.110.11
A3D0070A,1574607,NA3D0070A,11.247.246.234,T7OSS,10.255.110.11
A3D0073F,1583360,NA3D0073F,11.66.248.170,T7OSS,10.255.110.11
A3D0074A,1581818,NA3D0074A,11.66.243.10,T7OSS,10.255.110.11
A3D0078A,1583363,NA3D0078A,11.66.24.170,T7OSS,10.255.110.11
A3D0089C,1583369,NA3D0089C,11.247.134.74,T7OSS,10.255.110.11
A3D0094B,1581819,NA3D0094B,11.34.74.10,T7OSS,10.255.110.11
A3D0096C,1579670,NA3D0096C,11.34.42.10,T7OSS,10.255.110.11
A3D0100G,1574357,NA3D0100G,11.34.245.42,T7OSS,10.255.110.11
A3D0101A,1587248,NA3D0101A,11.247.224.10,T7OSS,10.255.110.11
A3D0102B,1574378,NA3D0102B,11.34.47.170,T7OSS,10.255.110.11
A3D0103A,1580209,NA3D0103A,11.34.200.138,T7OSS,10.255.110.11
A3D0104A,1583381,NA3D0104A,11.34.247.138,T7OSS,10.255.110.11
A3D0105A,1580210,NA3D0105A,11.34.65.202,T7OSS,10.255.110.11
A3D0107A,1581826,NA3D0107A,11.34.242.106,T7OSS,10.255.110.11
A3D0108A,1579817,NA3D0108A,11.34.105.74,T7OSS,10.255.110.11
A3D0110A,1579820,NA3D0110A,11.34.89.202,T7OSS,10.255.110.11
A3D0111C,1583387,NA3D0111C,11.247.43.74,T7OSS,10.255.110.11
A3D0112C,1583390,NA3D0112C,11.247.222.138,T7OSS,10.255.110.11
A3D0113B,1587232,NA3D0113B,11.66.156.74,T7OSS,10.255.110.11
A3D0114A,1581827,NA3D0114A,11.66.94.170,T7OSS,10.255.110.11
A3D0115C,1583393,NA3D0115C,11.34.244.106,T7OSS,10.255.110.11
A3D0116A,1581828,NA3D0116A,11.34.195.42,T7OSS,10.255.110.11
A3D0117A,1577482,NA3D0117A,11.34.84.138,T7OSS,10.255.110.11
A3D0118A,1576904,NA3D0118A,11.34.88.138,T7OSS,10.255.110.11
A3D0119B,1577497,NA3D0119B,11.34.240.42,T7OSS,10.255.110.11
A3D0120B,1583396,NA3D0120B,11.34.221.170,T7OSS,10.255.110.11
A3D0121A,1583399,NA3D0121A,11.34.151.202,T7OSS,10.255.110.11
A3D0122A,1575516,NA3D0122A,11.34.109.234,T7OSS,10.255.110.11
A3D0126B,1577498,NA3D0126B,11.34.135.202,T7OSS,10.255.110.11
A3D0127C,1577499,NA3D0127C,11.34.247.234,T7OSS,10.255.110.11
A3D0128A,1577500,NA3D0128A,11.247.196.106,T7OSS,10.255.110.11
A3D0129A,1577501,NA3D0129A,11.247.152.234,T7OSS,10.255.110.11
A3D0130A,1583402,NA3D0130A,11.34.97.74,T7OSS,10.255.110.11
A3D0131A,1581829,NA3D0131A,11.66.92.106,T7OSS,10.255.110.11
A3D0132A,1581830,NA3D0132A,11.34.7.106,T7OSS,10.255.110.11
A3D0134A,1574360,NA3D0134A,11.66.150.234,T7OSS,10.255.110.11
A3D0135D,1573984,NA3D0135D,11.66.243.106,T7OSS,10.255.110.11
A3D0136A,1593073,NA3D0136A,11.247.221.138,T7OSS,10.255.110.11
A3D0137A,1580211,NA3D0137A,11.34.190.234,T7OSS,10.255.110.11
A3D0138A,1577503,NA3D0138A,11.34.2.10,T7OSS,10.255.110.11
A3D0139A,1577504,NA3D0139A,11.34.212.234,T7OSS,10.255.110.11
A3D0142C,1583405,NA3D0142C,11.247.222.10,T7OSS,10.255.110.11
A3D0145B,1596031,NA3D0145B,11.34.29.202,T7OSS,10.255.110.11
A3D0150A,1574982,NA3D0150A,11.247.19.74,T7OSS,10.255.110.11
A3D0151A,1576761,NA3D0151A,11.34.201.170,T7OSS,10.255.110.11
A3D0152D,1583639,NA3D0152D,11.34.218.106,T7OSS,10.255.110.11
A3D0153A,1574985,NA3D0153A,11.34.243.42,T7OSS,10.255.110.11
A3D0154B,1581832,NA3D0154B,11.34.115.202,T7OSS,10.255.110.11
A3D0156B,1573877,NA3D0156B,11.34.243.74,T7OSS,10.255.110.11
A3D0157B,1581833,NA3D0157B,11.34.243.234,T7OSS,10.255.110.11
A3D0158B,1583408,NA3D0158B,11.34.247.10,T7OSS,10.255.110.11
A3D0159E,1583411,NA3D0159E,11.66.95.42,T7OSS,10.255.110.11
A3D0160A,1583414,NA3D0160A,11.34.88.74,T7OSS,10.255.110.11
A3D0161B,1579671,NA3D0161B,11.34.52.10,T7OSS,10.255.110.11
A3D0162B,1576942,NA3D0162B,11.34.145.234,T7OSS,10.255.110.11
